"variable","lower","upper","med","real","real.in.83","real.minus.med","percent.error","run_id"
"scleractinianElectivity",-2.16977989652662,-1.56173970081069,-1.83490556679136,-2.02079485361479,TRUE,-0.18588928682343,-9.19882028058971,18
"gorgonianElectivity",0.576352302241372,0.742052861277034,0.658478040272381,1.93431433615124,FALSE,1.27583629587886,-65.9580644176699,19
"fireElectivity",0.142232251541761,0.301879888282867,0.220783514976296,0.837510875177963,FALSE,0.616727360201667,-73.6381315729923,19
"spongeElectivity",-0.758771955099621,-0.584455906111383,-0.671202025750621,-0.185346331084667,FALSE,0.485855694665954,262.133969322551,19
"scleractinianElectivity",-0.178559637628345,-0.020937921151297,-0.100603954171513,0.533329177764386,FALSE,0.6339331319359,-118.863388384867,19
"gorgonianElectivity",-0.068948251796415,0.195992305760488,0.061193490340925,-0.241073093255915,FALSE,-0.30226658359684,-125.383791079481,20
"fireElectivity",0.398696667325724,0.686440681131567,0.538760189617073,0.0208013698870077,FALSE,-0.517958819730065,2490.02264054531,20
"spongeElectivity",-0.709001567585258,-0.414636158507101,-0.563997395164759,-0.557100693873974,TRUE,0.00689670129078523,1.23796314860548,20
"scleractinianElectivity",-0.404542945472686,-0.140689641425091,-0.273109043450643,-0.488372697613182,FALSE,-0.21526365416254,-44.0777412854148,20
"gorgonianElectivity",-0.250010515346524,0.0128875452394645,-0.117686848678932,-0.430651169136371,FALSE,-0.312964320457439,-72.6723489651866,21
"fireElectivity",-1.2391079362152,-0.847211059449097,-1.03803673798353,-1.13333905267279,TRUE,-0.0953023146892655,-8.40898533095731,21
"spongeElectivity",-6.87740371821141,-2.25908435963028,-4.30057463462007,-2.23717155976963,FALSE,2.06340307485044,92.2326705718947,21
"scleractinianElectivity",1.25400509171587,1.6278113250431,1.43263099326311,0.514639572443142,FALSE,-0.917991420819965,178.375599152237,21
"gorgonianElectivity",-0.0496745726857968,0.142245939740876,0.0455601925530162,0.0923098869672217,TRUE,0.0467496944142055,-50.6442981896466,22
"fireElectivity",-0.015726283807634,0.175343075634245,0.0787162984294705,0.103619624300741,TRUE,0.0249033258712707,-24.033406837099,22
"spongeElectivity",-0.130729051534856,0.0585015451620749,-0.0375389992079147,0.146830577419243,FALSE,0.184369576627157,-125.566200084285,22
